PARAMETER,Scenario,REGION,TECHNOLOGY,FUEL,EMISSION,MODE_OF_OPERATION,YEAR,TIMESLICE,SEASON,DAYTYPE,DAILYTIMEBRACKET,STORAGE,Value
EmissionActivityRatio,BAU,GLOBAL,PWRCCSBGDXX,,CO2BGD,1,2023,,,,,,0.0273
EmissionActivityRatio,BAU,GLOBAL,PWRCCSBGDXX,,CO2BGD,1,2024,,,,,,0.0273
EmissionActivityRatio,BAU,GLOBAL,PWRCCSBGDXX,,CO2BGD,1,2025,,,,,,0.0273
EmissionActivityRatio,BAU,GLOBAL,PWRCCSBGDXX,,CO2BGD,1,2026,,,,,,0.0273
EmissionActivityRatio,BAU,GLOBAL,PWRCCSBGDXX,,CO2BGD,1,2027,,,,,,0.0273
EmissionActivityRatio,BAU,GLOBAL,PWRCCSBGDXX,,CO2BGD,1,2028,,,,,,0.0273
EmissionActivityRatio,BAU,GLOBAL,PWRCCSBGDXX,,CO2BGD,1,2029,,,,,,0.0273
EmissionActivityRatio,BAU,GLOBAL,PWRCCSBGDXX,,CO2BGD,1,2030,,,,,,0.0273
EmissionActivityRatio,BAU,GLOBAL,PWRCCSBGDXX,,CO2BGD,1,2031,,,,,,0.0273
EmissionActivityRatio,BAU,GLOBAL,PWRCCSBGDXX,,CO2BGD,1,2032,,,,,,0.0273
EmissionActivityRatio,BAU,GLOBAL,PWRCCSBGDXX,,CO2BGD,1,2033,,,,,,0.0273
EmissionActivityRatio,BAU,GLOBAL,PWRCCSBGDXX,,CO2BGD,1,2034,,,,,,0.0273
EmissionActivityRatio,BAU,GLOBAL,PWRCCSBGDXX,,CO2BGD,1,2035,,,,,,0.0273
EmissionActivityRatio,BAU,GLOBAL,PWRCCSBGDXX,,CO2BGD,1,2036,,,,,,0.0273
EmissionActivityRatio,BAU,GLOBAL,PWRCCSBGDXX,,CO2BGD,1,2037,,,,,,0.0273
EmissionActivityRatio,BAU,GLOBAL,PWRCCSBGDXX,,CO2BGD,1,2038,,,,,,0.0273
EmissionActivityRatio,BAU,GLOBAL,PWRCCSBGDXX,,CO2BGD,1,2039,,,,,,0.0273
EmissionActivityRatio,BAU,GLOBAL,PWRCCSBGDXX,,CO2BGD,1,2040,,,,,,0.0273
EmissionActivityRatio,BAU,GLOBAL,PWRCCSBGDXX,,CO2BGD,1,2041,,,,,,0.0273
